Entry,Entry name,Status,Protein names,Gene names,Organism,Length
K7EMZ2,K7EMZ2_HUMAN,unreviewed,tRNA (guanine(26)-N(2))-dimethyltransferase (Fragment),TRMT1,Homo sapiens (Human),101
K7ENI9,K7ENI9_HUMAN,unreviewed,tRNA (guanine(26)-N(2))-dimethyltransferase,TRMT1,Homo sapiens (Human),105
K7EQQ8,K7EQQ8_HUMAN,unreviewed,tRNA (guanine(26)-N(2))-dimethyltransferase (Fragment),TRMT1,Homo sapiens (Human),297
K7EQU7,K7EQU7_HUMAN,unreviewed,tRNA (guanine(26)-N(2))-dimethyltransferase (Fragment),TRMT1,Homo sapiens (Human),145
K7EQY6,K7EQY6_HUMAN,unreviewed,tRNA (guanine(26)-N(2))-dimethyltransferase,TRMT1,Homo sapiens (Human),85
K7ERR5,K7ERR5_HUMAN,unreviewed,tRNA (guanine(26)-N(2))-dimethyltransferase,TRMT1,Homo sapiens (Human),113
Q9NXH9,TRM1_HUMAN,reviewed,"tRNA (guanine(26)-N(2))-dimethyltransferase (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase)",TRMT1,Homo sapiens (Human),659
H7C2G6,H7C2G6_HUMAN,unreviewed,Probable 28S rRNA (cytosine-C(5))-methyltransferase (Fragment),NSUN5,Homo sapiens (Human),58
Q96P11,NSUN5_HUMAN,reviewed,Probable 28S rRNA (cytosine-C(5))-methyltransferase (EC 2.1.1.-) (NOL1-related protein) (NOL1R) (NOL1/NOP2/Sun domain family member 5) (Williams-Beuren syndrome chromosomal region 20A protein),NSUN5 NSUN5A WBSCR20 WBSCR20A,Homo sapiens (Human),429
B0QYM5,B0QYM5_HUMAN,unreviewed,Trinucleotide repeat-containing gene 6B protein (Fragment),TNRC6B,Homo sapiens (Human),37
H0Y720,H0Y720_HUMAN,unreviewed,Trinucleotide repeat-containing gene 6B protein (Fragment),TNRC6B,Homo sapiens (Human),1391
Q9UPQ9,TNR6B_HUMAN,reviewed,Trinucleotide repeat-containing gene 6B protein,TNRC6B KIAA1093,Homo sapiens (Human),1833
F8WEF8,F8WEF8_HUMAN,unreviewed,Splicing factor ESS-2 homolog,ESS2,Homo sapiens (Human),293
Q96DF8,ESS2_HUMAN,reviewed,Splicing factor ESS-2 homolog (DiGeorge syndrome critical region 13) (DiGeorge syndrome critical region 14) (DiGeorge syndrome protein H) (DGS-H) (Protein ES2),ESS2 DGCR13 DGCR14 DGSH DGSI ES2,Homo sapiens (Human),476
E9PL65,E9PL65_HUMAN,unreviewed,Pumilio homolog 1 (Fragment),PUM1,Homo sapiens (Human),96
E9PM68,E9PM68_HUMAN,unreviewed,Pumilio homolog 1,PUM1,Homo sapiens (Human),94
E9PMX1,E9PMX1_HUMAN,unreviewed,Pumilio homolog 1,PUM1,Homo sapiens (Human),124
E9PR38,E9PR38_HUMAN,unreviewed,Pumilio homolog 1,PUM1,Homo sapiens (Human),944
H0YC97,H0YC97_HUMAN,unreviewed,Pumilio homolog 1 (Fragment),PUM1,Homo sapiens (Human),227
H0YCK1,H0YCK1_HUMAN,unreviewed,Pumilio homolog 1 (Fragment),PUM1,Homo sapiens (Human),90
H0YDC5,H0YDC5_HUMAN,unreviewed,Pumilio homolog 1 (Fragment),PUM1,Homo sapiens (Human),217
H0YDK8,H0YDK8_HUMAN,unreviewed,Pumilio homolog 1 (Fragment),PUM1,Homo sapiens (Human),900
H0YDQ6,H0YDQ6_HUMAN,unreviewed,Pumilio homolog 1 (Fragment),PUM1,Homo sapiens (Human),76
H0YED4,H0YED4_HUMAN,unreviewed,Pumilio homolog 1 (Fragment),PUM1,Homo sapiens (Human),265
H0YEH2,H0YEH2_HUMAN,unreviewed,Pumilio homolog 1 (Fragment),PUM1,Homo sapiens (Human),1125
Q14671,PUM1_HUMAN,reviewed,Pumilio homolog 1 (HsPUM) (Pumilio-1),PUM1 KIAA0099 PUMH1,Homo sapiens (Human),1186
Q5T1Z4,Q5T1Z4_HUMAN,unreviewed,"Pumilio homolog 1 (Pumilio homolog 1 (Drosophila), isoform CRA_b)",PUM1 hCG_19946,Homo sapiens (Human),1189
Q5T1Z8,Q5T1Z8_HUMAN,unreviewed,"Pumilio homolog 1 (Pumilio homolog 1 (Drosophila), isoform CRA_c)",PUM1 hCG_19946,Homo sapiens (Human),1224
A0A087WVB6,A0A087WVB6_HUMAN,unreviewed,Eukaryotic translation initiation factor 2D (Fragment),EIF2D,Homo sapiens (Human),66
A0A087X1L6,A0A087X1L6_HUMAN,unreviewed,Eukaryotic translation initiation factor 2D (Fragment),EIF2D,Homo sapiens (Human),62
A0A087X202,A0A087X202_HUMAN,unreviewed,Eukaryotic translation initiation factor 2D (Fragment),EIF2D,Homo sapiens (Human),73
P41214,EIF2D_HUMAN,reviewed,Eukaryotic translation initiation factor 2D (eIF2d) (Hepatocellular carcinoma-associated antigen 56) (Ligatin),EIF2D HCA56 LGTN,Homo sapiens (Human),584
Q5SY38,Q5SY38_HUMAN,unreviewed,Eukaryotic translation initiation factor 2D (Fragment),EIF2D,Homo sapiens (Human),270
H9KV62,H9KV62_HUMAN,unreviewed,Tudor domain-containing protein 1,TDRD1,Homo sapiens (Human),1104
H9KV63,H9KV63_HUMAN,unreviewed,Tudor domain-containing protein 1,TDRD1,Homo sapiens (Human),1113
Q9BXT4,TDRD1_HUMAN,reviewed,Tudor domain-containing protein 1 (Cancer/testis antigen 41.1) (CT41.1),TDRD1,Homo sapiens (Human),1180
B1AMU3,B1AMU3_HUMAN,unreviewed,Exosome complex component CSL4,EXOSC1,Homo sapiens (Human),170
B1AMU4,B1AMU4_HUMAN,unreviewed,Exosome complex component CSL4,EXOSC1,Homo sapiens (Human),178
B1AMU7,B1AMU7_HUMAN,unreviewed,Exosome complex component CSL4 (Fragment),EXOSC1,Homo sapiens (Human),165
Q9Y3B2,EXOS1_HUMAN,reviewed,Exosome complex component CSL4 (Exosome component 1),EXOSC1 CSL4 CGI-108,Homo sapiens (Human),195
R4GMQ7,R4GMQ7_HUMAN,unreviewed,Exosome complex component CSL4 (Fragment),EXOSC1,Homo sapiens (Human),143
R4GNH9,R4GNH9_HUMAN,unreviewed,Exosome complex component CSL4,EXOSC1,Homo sapiens (Human),139
E7EUH7,E7EUH7_HUMAN,unreviewed,Pseudouridylate synthase 7 homolog,PUS7,Homo sapiens (Human),448
H0Y863,H0Y863_HUMAN,unreviewed,Pseudouridylate synthase 7 homolog (Fragment),PUS7,Homo sapiens (Human),132
Q96PZ0,PUS7_HUMAN,reviewed,Pseudouridylate synthase 7 homolog (EC 5.4.99.-),PUS7 KIAA1897,Homo sapiens (Human),661
A2AJT9,BCLA3_HUMAN,reviewed,BCLAF1 and THRAP3 family member 3,BCLAF3 CXorf23,Homo sapiens (Human),711
F2Z385,F2Z385_HUMAN,unreviewed,BCLAF1 and THRAP3 family member 3,BCLAF3,Homo sapiens (Human),240
H7BXX2,H7BXX2_HUMAN,unreviewed,BCLAF1 and THRAP3 family member 3 (Fragment),BCLAF3,Homo sapiens (Human),234
K7EL20,K7EL20_HUMAN,unreviewed,Eukaryotic translation initiation factor 3 subunit G (Fragment),EIF3G,Homo sapiens (Human),262
K7EL60,K7EL60_HUMAN,unreviewed,Eukaryotic translation initiation factor 3 subunit G,EIF3G,Homo sapiens (Human),149
K7ENA8,K7ENA8_HUMAN,unreviewed,Eukaryotic translation initiation factor 3 subunit G (Fragment),EIF3G,Homo sapiens (Human),289
K7ENH0,K7ENH0_HUMAN,unreviewed,Eukaryotic translation initiation factor 3 subunit G,EIF3G,Homo sapiens (Human),52
K7EP16,K7EP16_HUMAN,unreviewed,Eukaryotic translation initiation factor 3 subunit G (Fragment),EIF3G,Homo sapiens (Human),118
K7ER90,K7ER90_HUMAN,unreviewed,Eukaryotic translation initiation factor 3 subunit G (Fragment),EIF3G,Homo sapiens (Human),227
K7ERL8,K7ERL8_HUMAN,unreviewed,Eukaryotic translation initiation factor 3 subunit G,EIF3G,Homo sapiens (Human),40
O75821,EIF3G_HUMAN,reviewed,Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4) (eIF-3-delta) (eIF3 p42) (eIF3 p44),EIF3G EIF3S4,Homo sapiens (Human),320
K7EIM4,K7EIM4_HUMAN,unreviewed,Protein HEXIM2 (Fragment),HEXIM2,Homo sapiens (Human),79
K7EJA3,K7EJA3_HUMAN,unreviewed,Protein HEXIM2 (Fragment),HEXIM2,Homo sapiens (Human),144
K7ELS4,K7ELS4_HUMAN,unreviewed,Protein HEXIM2 (Fragment),HEXIM2,Homo sapiens (Human),139
K7ERG7,K7ERG7_HUMAN,unreviewed,Protein HEXIM2 (Fragment),HEXIM2,Homo sapiens (Human),203
K7ESM2,K7ESM2_HUMAN,unreviewed,Protein HEXIM2 (Fragment),HEXIM2,Homo sapiens (Human),122
Q96MH2,HEXI2_HUMAN,reviewed,Protein HEXIM2 (Hexamethylene bis-acetamide-inducible protein 2),HEXIM2 L3,Homo sapiens (Human),286
F8W930,F8W930_HUMAN,unreviewed,Insulin-like growth factor 2 mRNA-binding protein 2,IGF2BP2,Homo sapiens (Human),605
Q9Y6M1,IF2B2_HUMAN,reviewed,Insulin-like growth factor 2 mRNA-binding protein 2 (IGF2 mRNA-binding protein 2) (IMP-2) (Hepatocellular carcinoma autoantigen p62) (IGF-II mRNA-binding protein 2) (VICKZ family member 2),IGF2BP2 IMP2 VICKZ2,Homo sapiens (Human),599
A6NJH9,A6NJH9_HUMAN,unreviewed,"Eukaryotic translation initiation factor 1A, Y-chromosomal",EIF1AY,Homo sapiens (Human),127
O14602,IF1AY_HUMAN,reviewed,"Eukaryotic translation initiation factor 1A, Y-chromosomal (eIF-1A Y isoform) (Eukaryotic translation initiation factor 4C) (eIF-4C)",EIF1AY,Homo sapiens (Human),144
H0YIL2,H0YIL2_HUMAN,unreviewed,Probable RNA-binding protein 19 (Fragment),RBM19,Homo sapiens (Human),110
Q9Y4C8,RBM19_HUMAN,reviewed,Probable RNA-binding protein 19 (RNA-binding motif protein 19),RBM19 KIAA0682,Homo sapiens (Human),960
A0A0D9SF88,A0A0D9SF88_HUMAN,unreviewed,N6-adenosine-methyltransferase non-catalytic subunit,METTL14,Homo sapiens (Human),64
A0A0D9SFW0,A0A0D9SFW0_HUMAN,unreviewed,N6-adenosine-methyltransferase non-catalytic subunit,METTL14,Homo sapiens (Human),89
D6RBL4,D6RBL4_HUMAN,unreviewed,N6-adenosine-methyltransferase non-catalytic subunit (Fragment),METTL14,Homo sapiens (Human),137
D6RD73,D6RD73_HUMAN,unreviewed,N6-adenosine-methyltransferase non-catalytic subunit (Fragment),METTL14,Homo sapiens (Human),121
Q9HCE5,MET14_HUMAN,reviewed,N6-adenosine-methyltransferase non-catalytic subunit (Methyltransferase-like protein 14) (hMETTL14),METTL14 KIAA1627,Homo sapiens (Human),456
H0YL57,H0YL57_HUMAN,unreviewed,60S acidic ribosomal protein P1,RPLP1,Homo sapiens (Human),54
P05386,RLA1_HUMAN,reviewed,60S acidic ribosomal protein P1 (Large ribosomal subunit protein P1),RPLP1 RRP1,Homo sapiens (Human),114
Q5VTE6,ANGE2_HUMAN,reviewed,Protein angel homolog 2,ANGEL2 KIAA0759L,Homo sapiens (Human),544
F8VXY6,F8VXY6_HUMAN,unreviewed,Zinc finger CCHC-type and RNA-binding motif-containing protein 1 (Fragment),ZCRB1,Homo sapiens (Human),133
G3V1V1,G3V1V1_HUMAN,unreviewed,"Zinc finger CCHC-type and RNA binding motif 1, isoform CRA_b (Zinc finger CCHC-type and RNA-binding motif-containing protein 1)",ZCRB1 hCG_1818570,Homo sapiens (Human),176
Q8TBF4,ZCRB1_HUMAN,reviewed,Zinc finger CCHC-type and RNA-binding motif-containing protein 1 (U11/U12 small nuclear ribonucleoprotein 31 kDa protein) (U11/U12 snRNP 31 kDa protein) (U11/U12-31K),ZCRB1,Homo sapiens (Human),217
Q15695,U2AFL_HUMAN,reviewed,"U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 1 (CCCH type zinc finger, RNA-binding motif and serine/arginine rich protein 1) (U2(RNU2) small nuclear RNA auxiliary factor 1-like 1)",ZRSR1 U2AF1-RS1 U2AF1L1 U2AF1P U2AF1RS1 U2AFBPL,Homo sapiens (Human),479
P62424,RL7A_HUMAN,reviewed,60S ribosomal protein L7a (Large ribosomal subunit protein eL8) (PLA-X polypeptide) (Surfeit locus protein 3),RPL7A SURF-3 SURF3,Homo sapiens (Human),266
Q5T8U2,Q5T8U2_HUMAN,unreviewed,60S ribosomal protein L7a (Ribosomal protein L7a),RPL7A RP11-244N20.10-005,Homo sapiens (Human),151
Q5T8U3,Q5T8U3_HUMAN,unreviewed,60S ribosomal protein L7a (Ribosomal protein L7a) (Fragment),RPL7A RP11-244N20.10-004,Homo sapiens (Human),191
H0YL19,H0YL19_HUMAN,unreviewed,WD repeat-containing protein 61,WDR61,Homo sapiens (Human),212
H0YLA1,H0YLA1_HUMAN,unreviewed,WD repeat-containing protein 61 (Fragment),WDR61,Homo sapiens (Human),72
H0YM76,H0YM76_HUMAN,unreviewed,WD repeat-containing protein 61,WDR61,Homo sapiens (Human),48
H0YMF9,H0YMF9_HUMAN,unreviewed,WD repeat-containing protein 61,WDR61,Homo sapiens (Human),189
H0YN81,H0YN81_HUMAN,unreviewed,WD repeat-containing protein 61 (Fragment),WDR61,Homo sapiens (Human),294
H3BQA8,H3BQA8_HUMAN,unreviewed,WD repeat-containing protein 61 (Fragment),WDR61,Homo sapiens (Human),163
Q9GZS3,WDR61_HUMAN,reviewed,"WD repeat-containing protein 61 (Meiotic recombination REC14 protein homolog) (SKI8 homolog) (Ski8) [Cleaved into: WD repeat-containing protein 61, N-terminally processed]",WDR61,Homo sapiens (Human),305
K7ER23,K7ER23_HUMAN,unreviewed,RNA-binding E3 ubiquitin-protein ligase MEX3C (Fragment),MEX3C,Homo sapiens (Human),115
M9T4I7,M9T4I7_HUMAN,unreviewed,MEX3C variant 2 (RNA-binding E3 ubiquitin-protein ligase MEX3C),MEX3C,Homo sapiens (Human),489
Q5U5Q3,MEX3C_HUMAN,reviewed,RNA-binding E3 ubiquitin-protein ligase MEX3C (EC 2.3.2.27) (RING finger and KH domain-containing protein 2) (RING finger protein 194) (RING-type E3 ubiquitin transferase MEX3C),MEX3C RKHD2 RNF194 BM-013,Homo sapiens (Human),659
Q9H840,GEMI7_HUMAN,reviewed,Gem-associated protein 7 (Gemin-7) (SIP3),GEMIN7,Homo sapiens (Human),131
Q5SVH5,Q5SVH5_HUMAN,unreviewed,Importin-9 (Fragment),IPO9,Homo sapiens (Human),155
Q96P70,IPO9_HUMAN,reviewed,Importin-9 (Imp9) (Ran-binding protein 9) (RanBP9),IPO9 IMP9 KIAA1192 RANBP9 HSPC273,Homo sapiens (Human),1041
A8MV53,A8MV53_HUMAN,unreviewed,"HCG2033702, isoform CRA_a (Suppressor of SWI4 1 homolog)",PPAN hCG_2033702,Homo sapiens (Human),420
C9J3W3,C9J3W3_HUMAN,unreviewed,Suppressor of SWI4 1 homolog (Fragment),PPAN,Homo sapiens (Human),210
C9JHF7,C9JHF7_HUMAN,unreviewed,Suppressor of SWI4 1 homolog (Fragment),PPAN,Homo sapiens (Human),97
H7C446,H7C446_HUMAN,unreviewed,Suppressor of SWI4 1 homolog (Fragment),PPAN,Homo sapiens (Human),208
Q9NQ55,SSF1_HUMAN,reviewed,Suppressor of SWI4 1 homolog (Ssf-1) (Brix domain-containing protein 3) (Peter Pan homolog),PPAN BXDC3 SSF1,Homo sapiens (Human),473
Q9BRX2,PELO_HUMAN,reviewed,Protein pelota homolog (EC 3.1.-.-),PELO CGI-17,Homo sapiens (Human),385
J3KTG4,J3KTG4_HUMAN,unreviewed,tRNA pseudouridine synthase (EC 5.4.99.-) (Fragment),PUSL1,Homo sapiens (Human),125
Q8N0Z8,PUSL1_HUMAN,reviewed,tRNA pseudouridine synthase-like 1 (EC 5.4.99.-) (tRNA pseudouridylate synthase-like 1) (tRNA-uridine isomerase-like 1),PUSL1,Homo sapiens (Human),303
Q8WVM0,TFB1M_HUMAN,reviewed,"Dimethyladenosine transferase 1, mitochondrial (EC 2.1.1.-) (Mitochondrial 12S rRNA dimethylase 1) (Mitochondrial transcription factor B1) (h-mtTFB) (h-mtTFB1) (hTFB1M) (mtTFB1) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 1)",TFB1M CGI-75,Homo sapiens (Human),346
H3BUR4,H3BUR4_HUMAN,unreviewed,RNA-binding protein NOB1,NOB1,Homo sapiens (Human),66
Q9ULX3,NOB1_HUMAN,reviewed,RNA-binding protein NOB1 (Phosphorylation regulatory protein HP-10) (Protein ART-4),NOB1 ART4 NOB1P PSMD8BP1 MSTP158,Homo sapiens (Human),412
Q5JRM6,Q5JRM6_HUMAN,unreviewed,Nuclear RNA export factor 2 (Nuclear RNA export factor 2B),NXF2B NXF2 GHc-618H1.1-002 RP11-353J17.1-002,Homo sapiens (Human),409
Q9GZY0,NXF2_HUMAN,reviewed,Nuclear RNA export factor 2 (Cancer/testis antigen 39) (CT39) (TAP-like protein 2) (TAPL-2),NXF2 TAPL2; NXF2B,Homo sapiens (Human),626
A0A087X0F9,A0A087X0F9_HUMAN,unreviewed,CCR4-NOT transcription complex subunit 3 (Fragment),CNOT3,Homo sapiens (Human),106
H0Y5X7,H0Y5X7_HUMAN,unreviewed,CCR4-NOT transcription complex subunit 3 (Fragment),CNOT3,Homo sapiens (Human),288
H7C148,H7C148_HUMAN,unreviewed,CCR4-NOT transcription complex subunit 3 (Fragment),CNOT3,Homo sapiens (Human),375
H7C3F5,H7C3F5_HUMAN,unreviewed,CCR4-NOT transcription complex subunit 3,CNOT3,Homo sapiens (Human),571
H7C5J4,H7C5J4_HUMAN,unreviewed,CCR4-NOT transcription complex subunit 3 (Fragment),CNOT3,Homo sapiens (Human),88
O75175,CNOT3_HUMAN,reviewed,CCR4-NOT transcription complex subunit 3 (CCR4-associated factor 3) (Leukocyte receptor cluster member 2),CNOT3 KIAA0691 LENG2 NOT3,Homo sapiens (Human),753
A0A087WTL9,A0A087WTL9_HUMAN,unreviewed,La-related protein 4,LARP4,Homo sapiens (Human),188
E5RHZ8,E5RHZ8_HUMAN,unreviewed,La-related protein 4 (Fragment),LARP4,Homo sapiens (Human),84
E5RJH8,E5RJH8_HUMAN,unreviewed,La-related protein 4 (Fragment),LARP4,Homo sapiens (Human),37
F8VNV1,F8VNV1_HUMAN,unreviewed,La-related protein 4 (Fragment),LARP4,Homo sapiens (Human),115
F8VSA9,F8VSA9_HUMAN,unreviewed,La-related protein 4 (Fragment),LARP4,Homo sapiens (Human),56
F8VXL0,F8VXL0_HUMAN,unreviewed,La-related protein 4 (Fragment),LARP4,Homo sapiens (Human),36
F8VY40,F8VY40_HUMAN,unreviewed,La-related protein 4 (Fragment),LARP4,Homo sapiens (Human),191
F8VZ60,F8VZ60_HUMAN,unreviewed,La-related protein 4 (Fragment),LARP4,Homo sapiens (Human),61
F8W1I4,F8W1I4_HUMAN,unreviewed,La-related protein 4 (Fragment),LARP4,Homo sapiens (Human),125
F8W1Z5,F8W1Z5_HUMAN,unreviewed,La-related protein 4 (Fragment),LARP4,Homo sapiens (Human),169
Q71RC2,LARP4_HUMAN,reviewed,La-related protein 4 (La ribonucleoprotein domain family member 4),LARP4 PP13296,Homo sapiens (Human),724
Q8TBL5,Q8TBL5_HUMAN,unreviewed,LARP4 protein (La-related protein 4),LARP4,Homo sapiens (Human),188
Q96J85,Q96J85_HUMAN,unreviewed,C-Mpl binding protein (La-related protein 4),LARP4,Homo sapiens (Human),375
X6RLN4,X6RLN4_HUMAN,unreviewed,La-related protein 4 (Fragment),LARP4,Homo sapiens (Human),491
D6R941,D6R941_HUMAN,unreviewed,"28S ribosomal protein S36, mitochondrial",MRPS36,Homo sapiens (Human),38
P82909,RT36_HUMAN,reviewed,"28S ribosomal protein S36, mitochondrial (MRP-S36) (S36mt)",MRPS36 DC47,Homo sapiens (Human),103
H0YK99,H0YK99_HUMAN,unreviewed,DnaJ homolog subfamily C member 17,DNAJC17,Homo sapiens (Human),143
H0YLQ7,H0YLQ7_HUMAN,unreviewed,DnaJ homolog subfamily C member 17,DNAJC17,Homo sapiens (Human),131
H0YLV4,H0YLV4_HUMAN,unreviewed,DnaJ homolog subfamily C member 17,DNAJC17,Homo sapiens (Human),102
Q9NVM6,DJC17_HUMAN,reviewed,DnaJ homolog subfamily C member 17,DNAJC17,Homo sapiens (Human),304
S4R343,S4R343_HUMAN,unreviewed,DnaJ homolog subfamily C member 17,DNAJC17,Homo sapiens (Human),125
F8VVL1,F8VVL1_HUMAN,unreviewed,Density-regulated protein,DENR,Homo sapiens (Human),160
O43583,DENR_HUMAN,reviewed,Density-regulated protein (DRP) (Protein DRP1) (Smooth muscle cell-associated protein 3) (SMAP-3),DENR DRP1 H14,Homo sapiens (Human),198
E5RH18,E5RH18_HUMAN,unreviewed,LSM1-like protein U6 small nuclear RNA associated isoform 3 (U6 snRNA-associated Sm-like protein LSm1),LSM1,Homo sapiens (Human),44
E5RJ47,E5RJ47_HUMAN,unreviewed,U6 snRNA-associated Sm-like protein LSm1,LSM1,Homo sapiens (Human),44
O15116,LSM1_HUMAN,reviewed,U6 snRNA-associated Sm-like protein LSm1 (Cancer-associated Sm-like) (Small nuclear ribonuclear CaSm),LSM1 CASM,Homo sapiens (Human),133
E7ENA6,E7ENA6_HUMAN,unreviewed,Deleted in azoospermia protein 2,DAZ2,Homo sapiens (Human),438
E9PBY2,E9PBY2_HUMAN,unreviewed,Deleted in azoospermia protein 2,DAZ2,Homo sapiens (Human),654
I3L0B6,I3L0B6_HUMAN,unreviewed,Deleted in azoospermia protein 2,DAZ2,Homo sapiens (Human),486
Q13117,DAZ2_HUMAN,reviewed,Deleted in azoospermia protein 2,DAZ2,Homo sapiens (Human),558
H0Y4T0,H0Y4T0_HUMAN,unreviewed,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 (Fragment),CMTR1,Homo sapiens (Human),156
H0YCQ1,H0YCQ1_HUMAN,unreviewed,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 (Fragment),CMTR1,Homo sapiens (Human),113
Q5T7F5,Q5T7F5_HUMAN,unreviewed,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 (Fragment),CMTR1,Homo sapiens (Human),372
Q8N1G2,CMTR1_HUMAN,reviewed,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 (EC 2.1.1.57) (Cap methyltransferase 1) (Cap1 2'O-ribose methyltransferase 1) (MTr1) (hMTr1) (FtsJ methyltransferase domain-containing protein 2) (Interferon-stimulated gene 95 kDa protein) (ISG95),CMTR1 FTSJD2 KIAA0082 MTR1,Homo sapiens (Human),835
A0A087WYN3,A0A087WYN3_HUMAN,unreviewed,Apoptotic chromatin condensation inducer in the nucleus (Fragment),ACIN1,Homo sapiens (Human),82
A0A087X0D2,A0A087X0D2_HUMAN,unreviewed,Apoptotic chromatin condensation inducer in the nucleus (Fragment),ACIN1,Homo sapiens (Human),36
E7EQT4,E7EQT4_HUMAN,unreviewed,Apoptotic chromatin condensation inducer in the nucleus,ACIN1,Homo sapiens (Human),1301
G3V3B0,G3V3B0_HUMAN,unreviewed,Apoptotic chromatin condensation inducer in the nucleus,ACIN1,Homo sapiens (Human),582
G3V3T3,G3V3T3_HUMAN,unreviewed,Apoptotic chromatin condensation inducer in the nucleus (Fragment),ACIN1,Homo sapiens (Human),194
Q9UKV3,ACINU_HUMAN,reviewed,Apoptotic chromatin condensation inducer in the nucleus (Acinus),ACIN1 ACINUS KIAA0670,Homo sapiens (Human),1341
S4R3H4,S4R3H4_HUMAN,unreviewed,Apoptotic chromatin condensation inducer in the nucleus,ACIN1,Homo sapiens (Human),1283
A0A087WXH2,A0A087WXH2_HUMAN,unreviewed,Importin-8 (Fragment),IPO8,Homo sapiens (Human),142
F5GXT5,F5GXT5_HUMAN,unreviewed,Importin-8 (Fragment),IPO8,Homo sapiens (Human),151
F5H009,F5H009_HUMAN,unreviewed,Importin-8 (Fragment),IPO8,Homo sapiens (Human),33
F5H244,F5H244_HUMAN,unreviewed,Importin-8 (Fragment),IPO8,Homo sapiens (Human),167
F5H292,F5H292_HUMAN,unreviewed,Importin-8 (Fragment),IPO8,Homo sapiens (Human),84
F5H2I3,F5H2I3_HUMAN,unreviewed,Importin-8 (Fragment),IPO8,Homo sapiens (Human),46
F5H815,F5H815_HUMAN,unreviewed,Importin-8,IPO8,Homo sapiens (Human),35
H0YH64,H0YH64_HUMAN,unreviewed,Importin-8 (Fragment),IPO8,Homo sapiens (Human),167
O15397,IPO8_HUMAN,reviewed,Importin-8 (Imp8) (Ran-binding protein 8) (RanBP8),IPO8 RANBP8,Homo sapiens (Human),1037
F5GWJ6,F5GWJ6_HUMAN,unreviewed,"Probable peptide chain release factor C12orf65, mitochondrial (Fragment)",C12orf65,Homo sapiens (Human),96
F5H4X5,F5H4X5_HUMAN,unreviewed,"Probable peptide chain release factor C12orf65, mitochondrial (Fragment)",C12orf65,Homo sapiens (Human),138
F5H5V8,F5H5V8_HUMAN,unreviewed,"Probable peptide chain release factor C12orf65, mitochondrial (Fragment)",C12orf65,Homo sapiens (Human),36
Q9H3J6,CL065_HUMAN,reviewed,"Probable peptide chain release factor C12orf65, mitochondrial",C12orf65 My030,Homo sapiens (Human),166
C9JCE0,C9JCE0_HUMAN,unreviewed,AF4/FMR2 family member 4 (Fragment),AFF4,Homo sapiens (Human),148
H7C319,H7C319_HUMAN,unreviewed,AF4/FMR2 family member 4 (Fragment),AFF4,Homo sapiens (Human),171
Q9UHB7,AFF4_HUMAN,reviewed,AF4/FMR2 family member 4 (ALL1-fused gene from chromosome 5q31 protein) (Protein AF-5q31) (Major CDK9 elongation factor-associated protein),AFF4 AF5Q31 MCEF HSPC092,Homo sapiens (Human),1163
P26641,EF1G_HUMAN,reviewed,Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma),EEF1G EF1G PRO1608,Homo sapiens (Human),437
B0QYZ7,B0QYZ7_HUMAN,unreviewed,Eukaryotic translation initiation factor 4E transporter (Fragment),EIF4ENIF1,Homo sapiens (Human),239
B1AKL4,B1AKL4_HUMAN,unreviewed,Eukaryotic translation initiation factor 4E transporter,EIF4ENIF1,Homo sapiens (Human),961
B1AKL5,B1AKL5_HUMAN,unreviewed,Eukaryotic translation initiation factor 4E transporter (Fragment),EIF4ENIF1,Homo sapiens (Human),188
B1AKL6,B1AKL6_HUMAN,unreviewed,Eukaryotic translation initiation factor 4E transporter (Fragment),EIF4ENIF1,Homo sapiens (Human),63
H7C0J7,H7C0J7_HUMAN,unreviewed,Eukaryotic translation initiation factor 4E transporter (Fragment),EIF4ENIF1,Homo sapiens (Human),94
